"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2010","4108","","","CSCI","CSCI-P","438","20880","INTRO TO COMPUTER NETWORKS","Hill,Raquel Loran","19","27"," 2.816"," 3.166","80.0","31.6","26.3","42.1","0.0","8","0","2","4","1","2","2","1","6","1","0","0","0","0","6","2","0","0","0","0","0","0","0","0","01-21-2011",
"Fall 2010","4108","","","CSCI","CSCI-P","535","22125","PERVASIVE COMPUTING","Connelly,Katherine Hane","20","27"," 3.940"," 3.582","91.7","100.0","0.0","0.0","0.0","7","0","16","4","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0","0","0","01-21-2011",
"Fall 2010","4108","","","CSCI","CSCI-P","538","31198","COMPUTER NETWORKS","Gupta,Minaxi","42","46"," 3.650"," 3.591","84.1","71.4","28.6","0.0","0.0","4","3","13","14","6","5","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","01-21-2011",
"Fall 2010","4108","","","CSCI","CSCI-P","545","19152","EMBEDDED AND REAL-TIME SYSTEMS","Johnson,Steven D.","17","21"," 3.565"," 3.328","90.0","52.9","47.1","0.0","0.0","4","0","7","2","5","2","1","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","01-21-2011",
"Fall 2010","4108","","","CSCI","CSCI-P","573","18000","SCIENTIFIC COMPUTING","Bramley,Randall Barry","23","79"," 2.948"," 3.509","90.5","47.8","21.7","13.0","17.4","56","1","6","4","0","5","0","0","3","0","0","4","0","0","0","5","51","0","0","0","0","0","0","0","01-21-2011",
"Fall 2010","4108","","","CSCI","CSCI-Y","790","11927","GRADUATE INDEPENDENT STUDY","Sabry,Amr A.","27","62"," 3.933"," 3.688","98.4","100.0","0.0","0.0","0.0","35","0","21","6","0","0","0","0","0","0","0","0","0","0","1","1","33","0","0","0","0","0","0","0","01-21-2011",
"Second Summer Session 2010","4105SS2","","","CSCI","CSCI-A","110","6756","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","14","25"," 3.243"," 2.445","0.0","50.0","28.6","21.4","0.0","11","0","5","2","1","2","1","1","1","1","0","0","0","0","2","9","0","0","0","0","0","0","0","0","09-10-2010",
"Second Summer Session 2010","4105SS2","","","CSCI","CSCI-A","290","14114","TOOLS FOR COMPUTING","German,Dan-Adrian","11","14"," 3.855"," 2.914","36.4","90.9","9.1","0.0","0.0","3","3","6","1","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","09-10-2010",
"Second Summer Session 2010","4105SS2","","","CSCI","CSCI-A","290","14138","TOOLS FOR COMPUTING","German,Dan-Adrian","8","12"," 3.563"," 2.972","22.2","75.0","25.0","0.0","0.0","4","3","0","3","0","0","2","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","09-10-2010",
"Second Summer Session 2010","4105SS2","","","CSCI","CSCI-C","212","14704","INTRO TO SOFTWARE SYSTEMS","Voufo,Larisse","12","21"," 3.225"," 2.969","13.3","50.0","33.3","8.3","8.3","9","0","3","3","2","1","1","1","0","0","0","1","0","0","3","6","0","0","0","0","0","0","0","0","09-10-2010",
"First Summer Session 2010","4105SS1","","","CSCI","CSCI-A","110","8667","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","25","32"," 3.360"," 2.764","0.0","68.0","16.0","8.0","0.0","9","9","5","3","1","3","0","2","0","0","0","0","0","2","3","4","0","0","0","0","0","0","0","0","07-16-2010",
"First Summer Session 2010","4105SS1","","","CSCI","CSCI-A","201","6757","INTRODUCTION TO PROGRAMMING I","German,Dan-Adrian","15","18"," 3.920"," 3.088","0.0","100.0","0.0","0.0","0.0","3","1","10","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","07-16-2010",
"First Summer Session 2010","4105SS1","","","CSCI","CSCI-C","211","6763","INTRO TO COMPUTER SCIENCE","Menzel,Suzanne","20","24"," 2.945"," 2.991","9.5","30.0","45.0","15.0","5.0","5","1","3","2","3","4","2","3","0","0","1","0","0","1","1","3","0","0","0","0","0","0","0","0","07-16-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","110","15160","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","68","82"," 3.381"," 2.925","0.0","60.3","27.9","4.4","2.9","17","8","24","9","10","9","0","2","1","0","1","0","1","3","6","8","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","110","6062","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","225","270"," 3.487"," 3.000","0.4","68.9","22.7","3.1","0.9","55","42","81","32","23","19","9","1","6","0","2","0","0","10","26","19","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","110","6063","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","206","260"," 3.306"," 2.892","0.0","59.7","25.2","7.3","3.4","63","27","68","28","24","19","9","6","4","5","2","2","3","9","29","25","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","201","16416","INTRODUCTION TO PROGRAMMING I","Mills,Jonathan Wayne","43","51"," 4.000"," 3.314","0.0","100.0","0.0","0.0","0.0","8","0","43","0","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","202","15167","INTRODUCTION TO PROGRAMMING II","German,Dan-Adrian","9","10"," 3.711"," 3.093","0.0","77.8","22.2","0.0","0.0","1","0","4","3","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","216","10783","DIGITL MULTIMEDIA CONCPTS/TECH","Whitmer,Jeffrey Michael","13","22"," 3.177"," 2.934","0.0","53.8","23.1","15.4","0.0","10","0","6","1","1","2","0","1","1","0","0","0","0","1","6","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","290","13861","TOOLS FOR COMPUTING","Kalafut,Andrew Joseph","15","21"," 3.140"," 3.247","38.9","40.0","40.0","20.0","0.0","6","1","3","2","2","2","2","0","2","1","0","0","0","0","3","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","290","13863","TOOLS FOR COMPUTING","German,Dan-Adrian","11","15"," 3.827"," 3.280","42.9","90.9","9.1","0.0","0.0","4","0","8","2","0","0","1","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","290","13865","TOOLS FOR COMPUTING","Kalafut,Andrew Joseph","16","28"," 2.881"," 3.172","37.5","43.8","31.3","12.5","0.0","14","1","3","3","2","0","3","1","1","0","0","0","0","2","7","4","0","0","0","0","0","0","1","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","290","13867","TOOLS FOR COMPUTING","German,Dan-Adrian","13","21"," 3.877"," 3.025","31.3","92.3","7.7","0.0","0.0","8","1","10","1","0","0","1","0","0","0","0","0","0","0","2","5","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","290","15173","TOOLS FOR COMPUTING","Whitmer,Jeffrey Michael","7","12"," 2.857"," 3.301","42.9","57.1","14.3","0.0","14.3","6","0","3","1","0","1","0","0","0","0","1","0","0","1","0","5","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","290","26874","TOOLS FOR COMPUTING","Mills,Jonathan Wayne","28","35"," 4.000"," 2.965","31.0","100.0","0.0","0.0","0.0","7","0","28","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","290","26878","TOOLS FOR COMPUTING","Mills,Jonathan Wayne","25","29"," 4.000"," 2.839","19.2","100.0","0.0","0.0","0.0","4","0","25","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","321","12936","COMPUTING TOOLS FOR SCI RESRCH","Bramley,Randall Barry","16","23"," 4.000"," 3.169","5.0","100.0","0.0","0.0","0.0","7","0","16","0","0","0","0","0","0","0","0","0","0","0","2","3","2","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","348","6083","MASTERING THE WORLD WIDE WEB","German,Dan-Adrian","16","21"," 3.556"," 3.024","5.3","68.8","31.3","0.0","0.0","5","0","5","6","1","2","2","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","521","12938","COMPUTING TOOLS FOR SCI RESRCH","Bramley,Randall Barry","6","8"," 4.000"," 3.842","0.0","100.0","0.0","0.0","0.0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-A","590","13868","TOPICS IN PROGRAMMING","German,Dan-Adrian","6","8"," 3.950"," 3.735","14.3","100.0","0.0","0.0","0.0","2","0","5","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","355","13070","AUTONOMOUS ROBOTICS","Beer,Randall D","18","21"," 3.389"," 3.002","78.9","50.0","38.9","11.1","0.0","3","0","9","0","0","7","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","401","6110","FUNDAMENTALS OF COMPUTG THEORY","Kendall-Morwick,Joseph Bentley","30","32"," 2.883"," 2.983","81.3","33.3","36.7","23.3","3.3","3","2","3","5","1","5","5","3","4","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","490","13505","SEMINAR IN COMPUTER SCIENCE","Connelly,Katherine Hane","18","20"," 3.206"," 3.052","73.7","50.0","33.3","11.1","0.0","3","4","4","1","3","1","2","0","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","501","16354","THEORY OF COMPUTING","Flammini,Alessandro","37","42"," 3.546"," 3.522","94.6","51.4","48.6","0.0","0.0","5","3","8","8","13","4","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","501","31281","THEORY OF COMPUTING","Leivant,Daniel Maurice","24","30"," 3.292"," 3.560","95.8","41.7","45.8","12.5","0.0","6","5","2","3","4","5","2","1","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","503","6111","ALGORITHMS DESIGN AND ANALYSIS","Purdom Jr,Paul W.","8","18"," 3.225"," 3.632","100.0","50.0","37.5","12.5","0.0","10","0","1","3","0","2","1","0","1","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","510","16539","INTRODUCTION TO APPLIED LOGIC","Leivant,Daniel Maurice","17","29"," 3.471"," 3.720","84.2","47.1","52.9","0.0","0.0","12","4","1","3","5","2","2","0","0","0","0","0","0","0","2","10","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","534","16124","DISTRIBUTED SYSTEMS","Plale,Beth A.","43","55"," 3.626"," 3.550","100.0","74.4","25.6","0.0","0.0","12","3","10","19","3","7","1","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","629","26899","TPCS IN PROGRAMMING LANGUAGES","Rawlins,Gregory J.e.","19","29"," 3.495"," 3.573","95.0","73.7","15.8","5.3","0.0","11","3","9","2","1","1","1","0","1","0","0","0","0","1","1","9","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","629","26900","TPCS IN PROGRAMMING LANGUAGES","Ahmed,Amal J.","12","15"," 3.358"," 3.506","91.7","66.7","16.7","8.3","0.0","4","0","6","2","2","0","0","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","639","26902","TOPICS IN SOFTWARE SYSTEMS","Brown,Geoffrey Morris","7","13"," 3.871"," 3.584","100.0","100.0","0.0","0.0","0.0","6","0","4","3","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","649","16359","TOPICS IN SYSTEMS","Chauhan,Arun","15","23"," 3.353"," 3.665","84.2","40.0","53.3","6.7","0.0","8","2","2","2","5","2","1","0","0","1","0","0","0","0","2","4","2","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","649","29500","TOPICS IN SYSTEMS","Hill,Raquel Loran","7","14"," 3.329"," 3.275","100.0","28.6","71.4","0.0","0.0","7","0","0","2","3","2","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","657","26903","COMPUTER VISION","Yu,Chen","22","28"," 3.491"," 3.619","80.0","81.8","9.1","0.0","0.0","8","0","12","6","2","0","0","0","0","0","0","0","0","2","3","3","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","659","26904","TOPICS ARTIFICIAL INTELLIGENCE","Hauser,Kris","12","24"," 3.783"," 3.764","100.0","83.3","16.7","0.0","0.0","12","0","6","4","2","0","0","0","0","0","0","0","0","0","0","11","1","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","669","15190","TOPICS IN DATABASE & INFO SYST","Wu,Yuqing","31","45"," 3.787"," 3.500","91.2","80.6","19.4","0.0","0.0","14","5","14","6","5","0","1","0","0","0","0","0","0","0","3","11","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-B","673","15191","ADVANCED SCIENTIFIC COMPUTING","Bramley,Randall Barry","47","54"," 4.000"," 3.581","91.5","100.0","0.0","0.0","0.0","7","0","47","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-C","211","6113","INTRO TO COMPUTER SCIENCE","Menzel,Suzanne","77","93"," 2.952"," 3.029","4.6","49.4","23.4","11.7","7.8","22","10","17","11","4","10","4","4","3","2","1","4","1","6","10","6","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-C","212","6118","INTRO TO SOFTWARE SYSTEMS","Menzel,Suzanne","65","70"," 2.802"," 2.925","26.5","38.5","26.2","26.2","1.5","10","7","11","7","5","4","8","4","6","7","0","1","0","5","3","2","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-C","241","6121","DISCRETE STRUCTURES FOR CSCI","Van Gucht,Dirk","38","43"," 3.208"," 3.225","28.6","50.0","26.3","18.4","2.6","6","5","10","4","6","2","2","3","4","0","0","1","0","1","4","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-C","311","6124","PROGRAMMING LANGUAGES","Friedman,Daniel P","17","26"," 2.712"," 2.644","77.3","29.4","52.9","0.0","0.0","12","0","2","3","3","3","3","0","0","0","0","0","0","3","5","4","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-C","322","12958","OBJECT-ORIENTED SOFTWARE MTHDS","Haynes,Christopher T.","6","10"," 3.683"," 2.971","44.4","83.3","16.7","0.0","0.0","4","0","2","3","0","1","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-C","335","6127","COMPUTER STRUCTURES","Haynes,Christopher T.","22","26"," 3.200"," 3.081","44.0","40.9","40.9","18.2","0.0","4","2","4","3","3","4","2","1","2","1","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-C","343","6130","DATA STRUCTURES","Brown,Geoffrey Morris","29","42"," 2.786"," 3.020","56.1","31.0","37.9","20.7","3.4","15","1","4","4","2","4","5","3","3","0","0","1","0","2","12","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-H","212","6133","INTRO TO SFTWR SYSTEMS-HONORS","Sabry,Amr A.","22","23"," 3.573"," 3.518","34.8","77.3","18.2","0.0","4.5","1","2","8","7","1","1","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-H","311","6135","PROGRAMMING LANGUAGES HONORS","Friedman,Daniel P","6","6"," 3.950"," 3.816","50.0","100.0","0.0","0.0","0.0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-P","423","6137","COMPILERS","Dybvig,R Kent","16","20"," 2.963"," 3.146","84.2","37.5","50.0","0.0","0.0","6","0","0","6","5","2","1","0","0","0","0","0","0","2","3","1","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-P","523","6140","PROGRAMMING LANGUAGE IMPLEMENT","Dybvig,R Kent","16","25"," 3.744"," 3.743","100.0","87.5","12.5","0.0","0.0","9","0","5","9","2","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-Y","790","10949","GRADUATE INDEPENDENT STUDY","Sabry,Amr A.","7","10"," 4.000"," 3.777","100.0","100.0","0.0","0.0","0.0","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","06-11-2010",
"Spring 2010","4102","","","CSCI","CSCI-Y","790","6148","GRADUATE INDEPENDENT STUDY","Sabry,Amr A.","41","66"," 3.856"," 3.636","97.0","95.1","2.4","0.0","0.0","26","2","34","3","0","1","0","0","0","0","0","0","0","1","0","0","25","0","0","0","0","0","0","0","06-11-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","110","11658","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","83","109"," 3.325"," 2.912","0.0","59.0","22.9","13.3","1.2","29","20","20","9","8","9","2","5","4","2","0","1","0","3","16","10","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","110","2151","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","236","309"," 3.415"," 2.983","0.0","65.3","22.9","5.9","2.1","82","68","54","32","26","16","12","3","7","4","3","1","1","9","41","30","1","0","1","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","110","2152","INTRO TO COMPUTERS & COMPUTING","Pope,Charles E","173","219"," 3.395"," 2.899","0.0","65.9","17.9","10.4","3.5","50","51","43","20","6","18","7","11","3","4","4","0","2","4","25","17","3","0","1","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","201","2153","INTRODUCTION TO PROGRAMMING I","Haynes,Christopher T.","29","48"," 3.334"," 2.933","0.0","48.3","44.8","3.4","0.0","20","2","6","6","7","3","3","1","0","0","0","0","0","1","10","9","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","201","27554","INTRODUCTION TO PROGRAMMING I","Mills,Jonathan Wayne","45","52"," 3.664"," 3.093","0.0","75.6","20.0","4.4","0.0","7","7","19","8","2","6","1","0","2","0","0","0","0","0","2","4","1","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","290","10448","TOOLS FOR COMPUTING","McGrath,D. Kevin","15","22"," 3.540"," 2.978","44.4","66.7","26.7","6.7","0.0","7","0","6","4","2","1","1","0","1","0","0","0","0","0","2","4","1","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","290","10449","TOOLS FOR COMPUTING","German,Dan-Adrian","14","18"," 3.793"," 3.155","28.6","85.7","14.3","0.0","0.0","4","0","9","3","1","0","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","290","10450","TOOLS FOR COMPUTING","McGrath,D. Kevin","11","26"," 3.700"," 3.025","44.4","72.7","27.3","0.0","0.0","15","0","5","3","2","1","0","0","0","0","0","0","0","0","5","8","2","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","290","10451","TOOLS FOR COMPUTING","German,Dan-Adrian","22","26"," 3.491"," 3.021","25.0","81.8","9.1","0.0","0.0","6","2","12","4","0","2","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","290","11640","TOOLS FOR COMPUTING","Whitmer,Jeffrey Michael","7","15"," 3.143"," 2.764","62.5","57.1","28.6","0.0","0.0","9","0","2","2","2","0","0","0","0","0","0","0","0","1","1","7","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","290","12417","TOOLS FOR COMPUTING","Engle,Jeremy Thomas","19","25"," 2.426"," 3.042","52.4","15.8","52.6","5.3","15.8","8","0","0","3","2","4","4","0","1","0","2","1","0","2","2","4","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","338","7088","NETWORK TECH & SYSTEMS ADMIN","Whitmer,Jeffrey Michael","11","16"," 2.845"," 2.994","0.0","18.2","45.5","36.4","0.0","5","0","2","0","1","3","1","1","3","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-A","348","2157","MASTERING THE WORLD WIDE WEB","German,Dan-Adrian","11","11"," 3.609"," 2.881","0.0","72.7","18.2","9.1","0.0","0","1","5","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","351","2186","INTRO ARTIF INTEL/COMP SIMLTN","Bonner,Joshua Edward","12","22"," 2.842"," 3.034","47.6","33.3","25.0","41.7","0.0","10","2","0","2","1","0","2","1","3","1","0","0","0","0","7","1","2","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","403","7537","INTRO ALGORITHM DES & ANALYS","Rawlins,Gregory J.e.","16","23"," 3.044"," 3.217","81.8","31.3","43.8","25.0","0.0","7","1","3","1","2","2","3","2","1","1","0","0","0","0","6","1","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","461","2187","DATABASE CONCEPTS","Van Gucht,Dirk","18","20"," 2.956"," 3.149","66.7","16.7","55.6","27.8","0.0","2","0","2","1","4","5","1","3","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","501","2189","THEORY OF COMPUTING","Leivant,Daniel Maurice","24","40"," 3.400"," 3.549","80.0","58.3","29.2","8.3","0.0","17","5","7","2","3","3","1","2","0","0","0","0","0","1","1","15","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","503","8843","ALGORITHMS DESIGN AND ANALYSIS","Purdom Jr,Paul W.","12","21"," 3.317"," 3.577","85.7","41.7","58.3","0.0","0.0","9","1","2","2","1","3","3","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","521","2190","PROGRAMMING LANGUAGE PRINC","Friedman,Daniel P","31","42"," 3.661"," 3.627","97.0","61.3","38.7","0.0","0.0","11","7","10","2","7","5","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","0","1","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","522","11651","PROGRMG LANGUAGE FOUNDATIONS","Ahmed,Amal J.","10","22"," 3.240"," 3.258","100.0","50.0","30.0","20.0","0.0","12","1","3","1","1","0","2","1","0","1","0","0","0","0","4","8","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","551","2191","ELEM ARTIFICIAL INTELLIGENCE","Hauser,Kris","59","69"," 3.286"," 3.463","93.2","40.7","50.8","8.5","0.0","10","3","10","11","12","9","9","2","2","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","552","29733","KNOWLEDGE BASED ARTIFCL INTELL","Leake,David B.","20","29"," 4.000"," 3.609","100.0","100.0","0.0","0.0","0.0","9","0","20","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","561","2192","ADVANCED DATABASE CONCEPTS","Wu,Yuqing","50","60"," 3.526"," 3.452","94.0","56.0","40.0","4.0","0.0","10","5","11","12","14","3","3","2","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","581","2193","ADVANCED COMPUTER GRAPHICS","Hanson,Andrew J.","23","33"," 3.448"," 3.486","79.2","60.9","21.7","17.4","0.0","10","0","11","3","2","2","1","3","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","629","6988","TPCS IN PROGRAMMING LANGUAGES","Rawlins,Gregory J.e.","15","24"," 3.740"," 3.565","93.3","80.0","20.0","0.0","0.0","9","1","6","5","2","1","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","659","11642","TOPICS ARTIFICIAL INTELLIGENCE","Gasser,Michael Edward","11","16"," 3.845"," 3.839","54.5","81.8","18.2","0.0","0.0","5","2","7","0","1","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","659","12000","TOPICS ARTIFICIAL INTELLIGENCE","Scheutz,Matthias","6","8"," 3.450"," 3.651","87.5","50.0","50.0","0.0","0.0","2","0","2","1","1","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-B","669","12182","TOPICS IN DATABASE & INFO SYST","Van Gucht,Dirk","30","36"," 3.647"," 3.436","100.0","66.7","33.3","0.0","0.0","6","2","6","12","10","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","01-22-2010",
"Fall 2009","4098","","","CSCI","CSCI-C","211","2196","INTRO TO COMPUTER SCIENCE","Menzel,Suzanne","59","68"," 2.898"," 2.878","4.5","28.8","40.7","25.4","1.7","11","3","9","5","7","15","2","5","6","4","0","0","1","2","7","2","0","0","0","0","0","0","0","0","01-22-2010",
